x	ivy-shortestpairs	arrow-shortestpairs
1.0	0.5	0.5
2.0	0.33333333333333337	0.33333333333333337
3.0	0.5	0.5
4.0	0.4	0.4
5.0	0.33333333333333337	0.33333333333333337
6.0	0.28571428571428575	0.28571428571428575
7.0	0.375	0.375
8.0	0.3333333333333333	0.3333333333333333
9.0	0.3	0.3
10.0	0.36363636363636365	0.36363636363636365
11.0	0.4166666666666667	0.4166666666666667
12.0	0.38461538461538464	0.38461538461538464
14.0	0.4	0.4
16.0	0.35294117647058826	0.35294117647058826
18.0	0.4210526315789474	0.4210526315789474
20.0	0.5238095238095238	0.5238095238095238
23.0	0.5833333333333334	0.5833333333333334
25.0	0.576923076923077	0.576923076923077
29.0	0.6000000000000001	0.6000000000000001
32.0	0.6363636363636365	0.6363636363636365
36.0	0.6756756756756757	0.7027027027027027
41.0	0.7142857142857143	0.738095238095238
46.0	0.6808510638297872	0.7234042553191488
52.0	0.7547169811320755	0.7735849056603772
58.0	0.7627118644067796	0.8135593220338981
65.0	0.7575757575757576	0.8484848484848483
73.0	0.7972972972972973	0.8648648648648647
83.0	0.8095238095238094	0.8571428571428571
93.0	0.8404255319148936	0.8829787234042553
104.0	0.8666666666666667	0.9047619047619047
117.0	0.847457627118644	0.8813559322033898
132.0	0.8571428571428571	0.8721804511278195
148.0	0.87248322147651	0.8993288590604027
166.0	0.8502994011976047	0.8802395209580838
187.0	0.8457446808510637	0.872340425531915
210.0	0.848341232227488	0.8767772511848341
236.0	0.839662447257384	0.8607594936708859
265.0	0.8345864661654137	0.8609022556390975
298.0	0.8260869565217394	0.8595317725752505
335.0	0.842261904761905	0.87797619047619
376.0	0.840848806366048	0.8859416445623337
422.0	0.8463356973995275	0.9030732860520089
475.0	0.8340336134453789	0.8949579831932766
533.0	0.8445692883895136	0.9119850187265912
599.0	0.841666666666667	0.8983333333333325
673.0	0.8397626112759649	0.9065281899109785
756.0	0.8454425363276091	0.9088507265521788
849.0	0.8541176470588235	0.9070588235294113
954.0	0.8534031413612564	0.906806282722513
1072.0	0.8434296365330848	0.9002795899347618
1204.0	0.8448132780082992	0.898755186721991
1353.0	0.8382570162481541	0.8943870014771045
1519.0	0.843421052631579	0.901973684210526
1707.0	0.8307962529274004	0.8969555035128802
1917.0	0.8315954118873824	0.8946819603753915
2154.0	0.8273781902552203	0.8858468677494209
2420.0	0.8285832300702188	0.8864105741429169
2718.0	0.8319235012872377	0.8948142699521887
3053.0	0.8320235756385064	0.8952193844138843
3430.0	0.835033517924803	0.9011949868842929
3853.0	0.8370524130773226	0.8985469641930484
4328.0	0.8339108339108341	0.8960498960498976
4862.0	0.8328192473781626	0.89738844334773
5462.0	0.830496064433463	0.8934651290499738
6135.0	0.8306714471968738	0.8912972620599756
6892.0	0.8325837806470342	0.8936602350210363
7742.0	0.8354642903267469	0.8934521503293302
8697.0	0.8357093584732125	0.8939986203724988
9770.0	0.8359430969194553	0.8953024255449797
10974.0	0.8370842824601366	0.8958542141230067
12328.0	0.8360775407575622	0.8933409035607098
13848.0	0.8339952343129445	0.8925554191638349
15556.0	0.8340296972423992	0.8907887124766937
17475.0	0.8350308995193408	0.8921950102998359
19630.0	0.8351586776017518	0.8911415618154925
22051.0	0.8377924904770537	0.8932523127153981
24770.0	0.8377134552500888	0.8928182148480054
27825.0	0.8397182491195263	0.8932293538417249
31256.0	0.8389800684646606	0.8924400934190707
35111.0	0.8403394850763255	0.8946229209387073
39441.0	0.8384970336189848	0.8913341108463018
44305.0	0.8386900194104603	0.8916850990836419
49769.0	0.8369298774362031	0.8901346192485399
55907.0	0.836302496959286	0.8890856406954238
62802.0	0.8354855659761439	0.8892409598267592
70547.0	0.8360265351250165	0.8889266882122836
79247.0	0.8355037351100311	0.8878205128205156
89020.0	0.8360386875007025	0.8879140876871796
99999.0	0.8354100000000001	0.8878599999999987
